hn,date_of_submission,species,submitted_sample,vitek_id,bacteria_genus,report_issued_date,file_id,ans_amikacin,ans_amoxicillin/clavulanic acid,ans_cefalexin,ans_cefazolin,ans_cefixime,ans_cefovecin,ans_cefpodoxime,ans_ceftriaxone,ans_chloramphenicol,ans_clindamycin,ans_doxycycline,ans_enrofloxacin,ans_fosfomycin,ans_gentamicin,ans_imipenem,ans_marbofloxacin,ans_metronidazole,ans_nitrofurantoin,ans_piperacillin/tazobactam,ans_polymyxin b,ans_pradofloxacin,ans_rifampicin,ans_tetracycline,ans_trimethoprim/sulfamethoxazole,S/I/R_amikacin,S/I/R_amoxicillin/clavulanic acid,S/I/R_ampicillin,S/I/R_cefalexin,S/I/R_cefalotin,S/I/R_cefovecin,S/I/R_cefpodoxime,S/I/R_ceftiofur,S/I/R_chloramphenicol,S/I/R_doxycycline,S/I/R_enrofloxacin,S/I/R_esbl,S/I/R_gentamicin,S/I/R_imipenem,S/I/R_marbofloxacin,S/I/R_neomycin,S/I/R_nitrofurantoin,S/I/R_piperacillin,S/I/R_polymyxin b,S/I/R_pradofloxacin,S/I/R_rifampicin,S/I/R_tetracycline,S/I/R_tobramycin,S/I/R_trimethoprim/sulfamethoxazole
5913274,2019-07-24,dog,abdominal effusion,GN,salmonella,2019-07-31,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,R,S,S,R,,S,S,S,S,,S,,R,S,S,,S,S,,,,S,R,S
5913324,2019-12-03,dog,surgical area,GN,pseudomonas,2019-12-11,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,S,,S,S,S,,,,,,,,,
5913324,2019-12-11,dog,wound,GN,escherichia,2019-12-16,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,S,R,R,R,R,S,S,S,S,S,S,-,S,S,S,S,S,,,S,,S,,S
5913546,2019-04-01,dog,urine,GN,klebsiella,2019-04-04,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,S,I,R,R,,R,R,R,R,,R,+,S,S,R,,I,R,,,,R,S,S
5913546,2019-11-18,dog,urine,GN,klebsiella,2019-11-21,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,S,I,R,R,R,R,R,R,S,S,R,+,R,S,R,I,I,,,R,,S,,S
5913547,2019-05-08,cat,oral wound,GN,pseudomonas,2019-05-15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,S,S,,,I,,,,,S,
5914651,2019-04-02,dog,urine,GN,escherichia,2019-04-10,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,R,R,S,,S,S,S,S,,S,-,S,S,S,,S,R,,,,S,S,S
5916142,2019-12-13,dog,urine,GN,escherichia,2019-12-19,1,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,S,R,S,S,S,S,I,I,-,S,S,S,S,S,,,S,,R,,R
5916142,2019-11-19,dog,urine,GN,escherichia,2019-11-25,1,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,S,R,S,S,S,S,I,I,-,S,S,S,S,S,,,S,,R,,R
5917013,2019-02-12,dog,urine,GN,escherichia,2019-02-15,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,S,R,R,R,,R,R,R,I,,R,-,S,S,R,,S,R,,,,S,S,R
5917137,2019-02-16,cat,pleural effusion,GN,pasteurella,2019-02-22,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,S,S,S,,,S,S,S,,S,,I,S,S,,,,,,,S,,S
5917889,2019-11-18,dog,underneath internal obturator,GN,pseudomonas,2019-11-21,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,S,,S,S,S,,,,,,,,,
5918383,2019-05-16,dog,urine,GN,escherichia,2019-05-24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,S,R,R,R,,R,R,R,S,,R,+,R,S,R,,S,R,,,,S,R,S
5918514,2019-02-06,dog,purulent,GN,proteus,2019-02-11,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,R,,R,R,R,S,,R,,R,,R,,R,R,,,,R,R,R
5918553,2019-03-26,dog,exudate,GN,pseudomonas,2019-03-28,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,S,S,,,S,,,,,S,
5918673,2019-02-25,dog,abdominal fluid,GN,pseudomonas,2019-03-01,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,,,,,,,,R,,R,,R,I,R,,,R,,,,R,R,R
5919869,2019-09-03,dog,urine,GN,klebsiella,2019-09-06,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,R,S,,S,S,S,R,,R,-,S,S,R,,R,R,,,,S,S,S
6000412,2019-03-04,dog,exudate,GN,pasteurella,2019-03-13,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,,S,S,S,,,S,S,S,,S,,S,S,S,,,,,,,S,,S
6000963,2019-04-29,dog,abscess,GN,escherichia,2019-05-03,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,S,S,S,S,,S,-,S,S,S,,S,R,,,,R,S,R
6000967,2019-03-11,dog,fluid,GN,burkholderia,2019-03-20,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,R,,,,,,,,R,,R,,R,R,R,,,R,,,,R,R,S
6001182,2019-03-21,dog,abscess,GN,escherichia,2019-03-27,1,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,S,S,S,R,,I,-,S,S,S,,S,R,,,,R,S,R
6002215,2019-09-03,dog,ub mucosa,GN,pseudomonas,2019-09-09,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,I,S,,,S,,,,,S,
6002215,2019-09-03,dog,abdominal cavity,GN,pseudomonas,2019-09-13,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,I,S,,,S,,,,,S,
6002781,2019-08-31,dog,urine,GN,proteus,2019-09-05,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,S,,S,S,S,I,,S,,S,,S,,R,S,,,,R,S,S
6003340,2019-08-07,dog,pus,GN,enterobacter,2019-08-15,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,S,R,,R,,I,S,S,S,,S,,S,S,S,,S,S,,,,S,S,S
6003523,2019-07-27,dog,ear exudate,GN,morganella,2019-08-02,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,S,R,R,R,,,,S,S,,S,,S,,S,,R,R,,,,R,S,S
6003523,2019-09-10,dog,ear canal,GN,pseudomonas,2019-09-16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,I,S,,,S,,,,,S,
6003643,2019-08-14,dog,skin,GN,proteus,2019-08-22,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,I,,S,S,S,S,,R,,R,,I,,R,S,,,,R,S,S
6003643,2019-10-17,dog,gb,GN,escherichia,2019-10-22,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,S,R,R,R,R,R,R,R,I,S,S,-,S,S,S,S,S,,,S,,S,,S
6003851,2019-11-29,dog,urine,GN,escherichia,2019-12-06,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,R,S,S,S,S,S,S,-,R,S,S,S,S,,,S,,R,,R
6003851,2019-10-07,dog,urine,GN,escherichia,2019-10-16,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,S,S,R,S,S,S,R,R,S,-,S,S,S,S,S,,,S,,R,,R
6004142,2019-01-08,cat,urine,GN,escherichia,2019-01-11,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,S,S,,S,S,S,S,,S,-,S,S,S,,S,S,,,,S,S,S
6004263,2019-02-07,dog,urine,GN,escherichia,2019-02-13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,I,R,R,R,,R,R,R,I,,R,-,R,S,R,,I,R,,,,R,R,R
6004293,2019-10-13,dog,paraprostatic abscess,GN,escherichia,2019-10-22,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,S,S,S,R,R,S,S,S,S,S,S,-,S,S,S,S,S,,,S,,S,,S
6005192,2019-01-07,cat,wound,GN,pseudomonas,2019-01-10,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,S,S,,,S,,,,,S,
6005509,2019-10-04,cat,wound,GN,pseudomonas,2019-10-15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,S,S,,,,,,,,,
6005849,2019-09-03,cat,urine,GN,pseudomonas,2019-09-06,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,S,S,,,S,,,,,S,
6006008,2019-10-25,cat,urine,GN,enterobacter,2019-10-31,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,S,R,,R,R,I,R,S,S,S,S,,S,I,S,S,S,,,S,,S,,S
6006603,2019-11-22,dog,urine,GN,escherichia,2019-11-28,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,R,R,R,R,R,I,R,R,+,S,S,R,S,S,,,R,,R,,R
6006681,2019-07-23,dog,ub mass,GN,enterobacter,2019-07-30,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,S,R,,R,,S,S,S,I,,S,,S,S,S,,I,S,,,,S,S,S
6006785,2019-08-05,dog,urine,GN,escherichia,2019-08-09,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,R,-,R,S,R,,I,I,,,,I,I,R
6007003,2019-05-14,dog,urine,GN,klebsiella,2019-05-21,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,R,S,,S,S,S,S,,S,-,S,S,S,,I,S,,,,S,S,S
6007017,2019-02-09,dog,exudate,GN,pseudomonas,2019-02-14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,I,,,,,,,,,,R,,R,S,R,,,R,,,,,I,
6007048,2019-07-15,cat,urine,GN,pseudomonas,2019-07-23,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,I,S,,,S,,,,,S,
6007405,2019-05-24,dog,open wound,GN,escherichia,2019-05-29,1,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,S,S,S,S,,R,-,R,S,R,,S,R,,,,R,I,R
6007586,2019-05-09,dog,pus,GN,pseudomonas,2019-05-17,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,S,,,,,,,,R,,S,,S,S,S,,,S,,,,S,S,S
6008786,2019-11-01,dog,urine,GN,citrobacter,2019-11-06,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,,I,S,S,S,S,S,S,S,,S,S,S,S,S,,,S,,S,,S
6008878,2019-04-15,dog,vaginal secretion,GN,proteus,2019-04-22,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,I,,S,S,S,I,,S,,S,,S,,R,S,,,,R,S,S
6009489,2019-04-02,dog,lateral carpal abscess,GN,sphingomonas,2019-04-11,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,
6009575,2019-05-22,dog,urine,GN,proteus,2019-05-28,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,R,R,R,S,,S,S,R,R,,I,,R,,S,,R,R,,,,R,R,R
6009661,2019-08-15,cat,urine,GN,klebsiella,2019-08-20,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,S,I,R,S,,R,S,R,R,,R,-,R,S,R,,S,R,,,,R,R,S
6009830,2019-11-16,dog,urine,GN,escherichia,2019-11-22,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,R,S,R,R,R,R,R,R,R,I,R,+,R,S,R,S,S,,,R,,R,,R
6009893,2019-06-05,dog,urine,GN,proteus,2019-06-12,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,R,R,S,,S,S,S,R,,R,,R,,R,,R,I,,,,R,I,S
6009893,2019-10-09,dog,urine,GN,proteus,2019-10-17,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,,,S,S,I,,R,,S,,R,,R,I,,,,R,S,
6010347,2019-06-04,dog,urine,GN,klebsiella,2019-06-07,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,R,R,S,,S,S,S,S,,R,-,S,S,I,,I,R,,,,S,I,S
6010347,2019-06-14,dog,urine,GN,klebsiella,2019-06-19,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,R,I,R,S,,S,S,I,S,,I,-,S,I,S,,I,R,,,,S,R,S
6013925,2019-08-06,dog,urine,GN,escherichia,2019-08-09,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,I,,R,-,R,R,R,,I,R,,,,R,R,R
6013925,2019-09-10,dog,urine,GN,escherichia,2019-09-18,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,I,R,R,R,,R,R,R,R,,R,+,R,S,R,,S,R,,,,R,R,R
6013925,2019-10-22,dog,urine,GN,escherichia,2019-10-28,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,R,R,R,R,R,R,R,R,R,R,+,I,S,R,S,R,,,R,,R,,R
6014164,2019-07-08,dog,wound,GN,escherichia,2019-07-11,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,R,R,R,,S,S,S,S,,R,-,R,S,R,,S,R,,,,S,R,S
6015313,2019-02-15,dog,ub mucosa,GN,pseudomonas,2019-02-22,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,I,,,,,,,,,,I,,I,I,S,,,I,,,,,S,
6015507,2019-06-13,dog,urine,GN,klebsiella,2019-06-18,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,R,R,R,,R,R,R,R,,R,-,R,S,R,,I,R,,,,R,R,R
6015507,2019-05-21,dog,urine,GN,klebsiella,2019-05-24,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,R,R,R,,R,R,R,R,,R,-,R,S,R,,R,R,,,,R,R,R
6015516,2019-08-02,dog,anal,GN,klebsiella,2019-08-09,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,S,R,R,R,,R,R,R,S,,S,+,S,S,S,,I,R,,,,S,S,S
6015698,2019-06-11,cat,urine,GN,stenotrophomonas,2019-06-17,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,S
6015698,2019-05-27,cat,urine,GN,escherichia,2019-05-30,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,S,R,R,R,,R,R,R,I,,R,-,R,S,R,,I,R,,,,R,S,S
6016176,2019-12-16,dog,urine,GN,proteus,2019-12-20,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,S,S,S,S,S,S,S,R,S,,S,R,S,S,R,,,S,,R,,S
6017266,2019-01-23,cat,wound,GN,pasteurella,2019-01-29,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,S,S,S,,,S,S,S,,S,,S,S,S,,,,,,,S,,S
6018310,2019-02-28,dog,urine,GN,klebsiella,2019-03-06,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,R,S,,S,S,S,S,,S,-,S,S,S,,S,S,,,,S,S,S
6018340,2019-03-26,dog,abdominal fluid,GN,pseudomonas,2019-04-02,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,I,,S,S,S,,,S,,,,,S,
6018340,2019-03-26,dog,ub calculi  + urine,GN,proteus,2019-04-02,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,S,R,R,R,,R,R,R,S,,R,,S,,R,,R,R,,,,R,S,S
6018412,2019-05-09,dog,swab,GN,klebsiella,2019-05-15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,R,R,R,,R,R,R,R,,R,+,R,S,R,,R,R,,,,R,R,R
6018879,2019-11-03,dog,urine,GN,pseudomonas,2019-11-07,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,R,,R,S,R,,,,,,,,,
6019388,2019-10-22,dog,urine,GN,escherichia,2019-10-29,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,I,R,R,R,R,R,R,R,I,R,R,-,R,R,R,S,S,,,R,,R,,R
6100844,2019-11-06,cat,urine,GN,escherichia,2019-11-11,1,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,S,R,R,R,R,S,S,S,S,I,R,-,R,S,R,S,S,,,R,,R,,R
6101084,2019-08-02,dog,urine,GN,klebsiella,2019-08-07,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,R,I,R,S,,S,S,S,S,,R,-,R,S,R,,S,R,,,,R,R,S
6101084,2019-10-07,dog,urine,GN,klebsiella,2019-10-11,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,,S,S,S,S,,R,-,R,S,R,,R,R,,,,R,S,R
6101318,2019-09-26,dog,urine,GN,proteus,2019-10-02,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,,S,S,S,R,,R,,R,,R,,R,S,,,,R,I,R
6101318,2019-06-06,dog,urine,GN,proteus,2019-06-12,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,R,S,,S,S,S,R,,R,,R,,S,,R,S,,,,R,S,R
6101318,2019-02-23,dog,urine,GN,escherichia,2019-02-28,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,S,S,,S,S,S,S,,S,-,S,S,S,,S,S,,,,R,S,S
6101318,2019-11-21,dog,urine,GN,pseudomonas,2019-11-28,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,R,,S,S,R,,,,,,,,,
6101755,2019-08-28,dog,urine,GN,escherichia,2019-09-02,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,R,R,S,,I,S,S,I,,R,-,S,S,R,,I,R,,,,R,S,S
6102045,2019-09-11,dog,urine,GN,escherichia,2019-09-16,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,R,S,,S,S,S,I,,R,-,S,S,R,,S,S,,,,S,S,S
6102045,2019-02-13,dog,urine,GN,escherichia,2019-02-20,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,S,R,R,R,,R,R,S,S,,S,-,S,S,S,,S,S,,,,S,S,S
6102736,2019-04-24,dog,abscess,GN,pasteurella,2019-04-30,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,S,I,S,,,S,S,S,,S,,S,S,S,,,,,,,S,,S
6102930,2019-06-04,dog,urine,GN,proteus,2019-06-07,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,,S,S,S,R,,R,,S,,S,,R,S,,,,R,S,R
6103075,2019-10-07,dog,ub mucosa,GN,pseudomonas,2019-10-16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,,,,,,,,,,R,,R,S,R,,,R,,,,,R,
6103239,2019-10-17,dog,mic purulent dc from fl,GN,pasteurella,2019-10-22,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,S,S,S,,,S,S,S,,S,,S,S,S,,,,,S,,S,,S
6103270,2019-02-14,dog,open wound,GN,proteus,2019-02-25,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,S,S,R,R,,R,R,R,R,,R,,S,,R,,R,R,,,,R,S,R
6103806,2019-06-08,cat,urine,GN,pseudomonas,2019-06-13,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,R,,R,S,R,,,S,,,,,I,
6104462,2019-02-25,dog,urine,GN,klebsiella,2019-03-01,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,R,R,R,R,,R,R,R,R,,R,+,R,S,R,,R,R,,,,R,R,S
6104821,2019-08-19,cat,urine,GN,escherichia,2019-08-22,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,S,R,R,R,,R,R,R,R,,R,+,R,S,R,,S,R,,,,R,I,R
6105591,2019-12-18,dog,prostate,GN,klebsiella,2019-12-23,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,S,S,R,S,S,S,S,S,S,S,S,-,S,S,S,S,I,,,S,,S,,S
6105641,2019-06-10,dog,urine,GN,escherichia,2019-06-14,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,S,R,R,,R,R,R,R,,R,-,R,S,R,,I,R,,,,R,I,R
6105651,2019-12-13,dog,urine,GN,klebsiella,2019-12-13,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,S,S,R,S,S,S,S,S,R,R,S,-,S,S,S,S,R,,,S,,R,,S
6106057,2019-02-16,dog,urine,GN,escherichia,2019-02-22,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,S,R,R,R,,R,R,R,I,,R,-,S,S,R,,I,R,,,,R,R,S
6106057,2019-07-16,dog,urine,GN,escherichia,2019-07-23,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,R,R,R,R,,R,R,R,I,,R,-,R,S,R,,S,R,,,,R,R,R
6106810,2019-11-14,dog,urine,GN,escherichia,2019-11-19,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,S,S,R,S,R,S,S,S,I,R,R,-,R,S,R,S,S,,,R,,R,,R
6107468,2019-09-09,dog,ear swab,GN,pseudomonas,2019-09-18,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,R,,S,S,I,,,S,,,,,S,
6108168,2019-07-13,dog,open wound,GN,pseudomonas,2019-07-19,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,,,,,,,,,,S,,S,S,S,,,S,,,,,S,
6108496,2019-01-29,dog,chronic wound,GN,pasteurella,2019-02-04,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,S,S,S,,,S,S,S,,S,,S,S,S,,,,,,,S,,S
6108496,2019-08-06,dog,pg abscess,GN,pseudomonas,2019-08-13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,S,,,,,,,,,,R,,S,S,R,,,S,,,,,S,
6108496,2019-01-09,dog,open wound,GN,pseudomonas,2019-01-14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,R,,,,,,,,R,,R,,I,S,R,,,S,,,,R,S,R
6108702,2019-03-14,dog,open wound,GN,pseudomonas,2019-03-20,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,S,,,,,,,,R,,I,,S,S,S,,,I,,,,S,S,S
6108933,2019-11-06,dog,urine,GN,acinetobacter,2019-11-12,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,S,S,,S,S,S,,,,,,,S,,S
6108933,2019-08-14,dog,urine,GN,acinetobacter,2019-08-22,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,,,,,,,,,,,S,,S,S,S,,,S,,,,S,S,S
6108935,2019-01-18,dog,wound,GN,escherichia,2019-01-23,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,S,R,R,R,,S,S,S,R,,S,-,S,S,S,,S,R,,,,R,S,R
6109461,2019-06-29,cat,urine,GN,pasteurella,2019-07-11,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,S,S,S,,,S,S,S,,S,,S,S,S,,,,,,,S,,S
6109461,2019-08-10,cat,urine,GN,pasteurella,2019-08-16,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,S,S,S,,,S,S,S,,S,,S,S,S,,,,,,,S,,S
